scene,nl_cmd,nav_to_target,grasped_target_obj,nav_to_target_with_obj,place_obj_at_goal,complete_traj
FloorPlan_Train1_3,Go to the bedroom which is at the far end of the lounge and pick up the pillow which is on the bed. Take the pillow back to the study where you started and place it on the red bin.,0,0,0,0,0
FloorPlan_Train1_3,Put my basketball on the chair beneath the framed desert canyon photo.,0,0,0,0,0
FloorPlan_Train1_3,Please pick up the cup by the laptop and take it to the bedroom and place it on top of the bookshelf.,0,0,0,0,0
FloorPlan_Train1_3,Find my dresser alarm and place it in the box next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,Please pick up the basketball on the floor by the sofa and take it to the room with a desk and place it on the desk.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the basketball next to the couch and place it on the brown shelf next to the bed.,0,0,0,0,
FloorPlan_Train1_3,Go into the living room and grab the baskeball beside the couch. Then proceed to put it on the white chair.,00,0,0,0,0
FloorPlan_Train1_3,Pick up the plate in the study and then take it to the lounge and put it down on the TV stand.,0,0,0,0,0
FloorPlan_Train1_3,"Go into the living room and grab the box beside the television, then put the box on the blue chair.",0,0,0,0,0
FloorPlan_Train1_3,"Go to the living room and grab the basketball next to the chair, then go to the office and place it in the box.",0,0,0,0,0
FloorPlan_Train1_3,Go to the living room and take the basketball from the floor next to the couch and bring it to me in the bedroom.,0,0,0,0,0
FloorPlan_Train1_3,Grab the apple next to the laptop and go to the living room and place it on the table.,0,0,0,0,0
FloorPlan_Train1_3,Grab the mug next to the laptop and go to the living room and place it next to the TV.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the apple beside the laptop and place it in the brown cardboard box beside the television.,0,0,0,0,0
FloorPlan_Train1_3,Take the alarm from the shelves near the bed and place it on the blue chair.,0,0,0,0,0
FloorPlan_Train1_3,Take the brown ball between the sofa and the white chair and place it on the blue chair.,0,0,0,0,0
FloorPlan_Train1_3,Get the pillow from the bedroom and place it on the couch in front of the television.,0,0,0,0,0
FloorPlan_Train1_3,Place the apple next to the laptop on the table by the books.,0,0,0,0,0
FloorPlan_Train1_3,Get the basketball next to the couch and place it on the desk with the laptop.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the apple and place it on the table near the tennis racket.,0,0,0,0,0
FloorPlan_Train1_3,"Go to the living room, pick up the basketball next to the couch, then place it on the bed.",0,0,0,0,0
FloorPlan_Train1_3,Go pick up the vase in the bedroom and place it on the blue chair in front of the TV.,0,0,0,0,0
FloorPlan_Train1_3,Take the cardboard box in the living room and place it next to the red bin in the left office.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the tennis racket off the floor and put it on the bed.,0,0,0,0,0
FloorPlan_Train1_3,Go to the side room and pick up the tennis racket from beside the desk and place it in the box beside the television.,0,0,0,0,0
FloorPlan_Train1_3,Please pick up the tennis racket from the floor and take it and place it on the bed.,0,0,0,0,0
FloorPlan_Train1_3,"Pick up the tennis racket that is on the floor near the desk, then walk into the living room and place it on the sofa.",0,0,0,0,0
FloorPlan_Train1_3,Go to the desk with the plant on top and pick up the tennis racquet on the ground and place it inside the red bin.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the tennis racket and place it on the black table next to the red bin.,00,0,0,0,0
FloorPlan_Train1_3,Pick up the tennis racket next to the brown desk and place it on the black shelf.,0,0,0,0,0
FloorPlan_Train1_3,Get the tennis racket on the floor next to the brown table and put it in the box in the living room.,0,0,0,0,0
FloorPlan_Train1_3,Go grab the tennis racket off the other office floor and place it atop the couch.,0,0,0,0,0
FloorPlan_Train1_3,Pick up the tennis and place it on the chair.,0,0,0,0,0
FloorPlan_Train1_3,Go pick up the apple next to my laptop and place it on the left side of the TV on the stand.,1,0,0,0,0
FloorPlan_Train1_3,"Go to the bedroom, pick up the pillow on the bed, then place it on the couch.",0,0,0,0,0
FloorPlan_Train1_3,"Go to the office and pick up the apple, then go to the living room and drop the apple in the box next to the TV.",0,0,0,0,0
FloorPlan_Train1_3,"Go to the bedroom and take the pillow, move to the living area and place it on the couch.",0,0,0,0,0
FloorPlan_Train1_3,Take the mug that is next to the laptop to the living room and place it on the chair next to the sofa.,0,0,0,0,0
